FID,the_geom,id_healthF,nmHsp_mya,nmHsp_eng,lvlHsp_mya,lvlHsp_eng,bedClass,SR_PCODE,SR_mya,SR,DT_PCODE,DT,TS_PCODE,TS_mya,TS_en,SELF_ADMIN,comment,accuraConf
health_facilities_myanmar2020_v20241016.867,POINT (96.87905800000004 20.49474200000003),hsp_0879,ဟဲယာရွာမတိုက်နယ်ဆေးရုံ,He Yar Ywar Ma Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014002,ညောင်ရွှေ,Nyaungshwe,,,high confidence
health_facilities_myanmar2020_v20241016.868,POINT (96.94508100000007 20.15656400000006),hsp_0880,စံကားတိုက်နယ်ဆေးရုံ,Sam Kar Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014002,ညောင်ရွှေ,Nyaungshwe,,,high confidence
health_facilities_myanmar2020_v20241016.869,POINT (98.39959500000003 22.491862000000026),hsp_0881,တန့်ယန်းမြို့နယ်ဆေးရုံ,Tangyan Township Hospital,မြို့နယ်,Township,25,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D001,Lashio,MMR015004,တန့်ယန်း,Tangyan,,,high confidence
health_facilities_myanmar2020_v20241016.870,POINT (98.21520500000008 22.548310000000072),hsp_0882,မန်ကတ်တိုက်နယ်ဆေးရုံ,Man Kat Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D001,Lashio,MMR015004,တန့်ယန်း,Tangyan,,,high confidence
health_facilities_myanmar2020_v20241016.871,POINT (98.42828100000008 22.225181000000077),hsp_0883,မိုင်းကောင်တိုက်နယ်ဆေးရုံ,Mong Kawng Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D001,Lashio,MMR015004,တန့်ယန်း,Tangyan,,,high confidence
health_facilities_myanmar2020_v20241016.872,POINT (98.36408300000005 22.863225000000057),hsp_0884,မန်ပန်တိုက်နယ်ဆေးရုံ,Man Pang Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D001,Lashio,MMR015004,တန့်ယန်း,Tangyan,,,bestGuess
health_facilities_myanmar2020_v20241016.873,POINT (99.88402100000008 20.459836000000053),hsp_0885,တာချီလိတ်ပြည်သူ့ဆေးရုံ,Tachileik General Hospital,မြို့နယ်,General,100,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D003,Tachileik,MMR016009,တာချီလိတ်,Tachileik,,,high confidence
health_facilities_myanmar2020_v20241016.874,POINT (100.11466700000005 20.423707000000036),hsp_0886,ဝမ်ပုံတိုက်နယ်ဆေးရုံ,Wan Pong Station Hospital,တိုက်နယ်,Station,16,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D003,Tachileik,MMR016009,တာချီလိတ်,Tachileik,,,high confidence
health_facilities_myanmar2020_v20241016.875,POINT (100.09646500000008 20.711492000000078),hsp_0887,တာလေတိုက်နယ်ဆေးရုံ,Tar Lay Station Hospital,တိုက်နယ်,Station,16,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D003,Tachileik,MMR016009,တာချီလိတ်,Tachileik,,,high confidence
health_facilities_myanmar2020_v20241016.876,POINT (100.52121800000003 20.86374600000005),hsp_0888,ကျိုင်းလတ်တိုက်နယ်ဆေးရုံ,Kyaing Lat Station Hospital,တိုက်နယ်,Station,16,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D003,Tachileik,MMR016009,တာချီလိတ်,Tachileik,,,bestGuess
health_facilities_myanmar2020_v20241016.877,POINT (97.03607400000004 20.80387900000005),hsp_0889,စပ်စံထွန်းဆေးရုံကြီး,Saosanhtun General Hospital,NA,NA,500,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014001,တောင်ကြီး,Taunggyi,,,high confidence
health_facilities_myanmar2020_v20241016.878,POINT (97.03921500000007 20.776514000000077),hsp_0890,အမျိုးသမီးနှင့်ကလေးဆေးရုံ,Women & Children Hospital,NA,NA,200,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014001,တောင်ကြီး,Taunggyi,,,high confidence
health_facilities_myanmar2020_v20241016.879,POINT (97.00149600000003 20.79203700000005),hsp_0891,အေးသာယာဆေးရုံ,Aye Thar Yar Hospital,တိုက်နယ်,Station,25,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014001,တောင်ကြီး,Taunggyi,,,high confidence
health_facilities_myanmar2020_v20241016.880,POINT (96.94617800000003 20.76436700000005),hsp_0892,ရွှေညောင်တိုက်နယ်ဆေးရုံ,Shwe Nyaung Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014001,တောင်ကြီး,Taunggyi,,,high confidence
health_facilities_myanmar2020_v20241016.881,POINT (97.02691900000008 20.36802700000004),hsp_0893,ကျောက်တလုံးတိုက်နယ်ဆေးရုံ,Kyauk Ta Lone Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014001,တောင်ကြီး,Taunggyi,,,high confidence
health_facilities_myanmar2020_v20241016.882,POINT (97.05020900000005 20.755892000000074),hsp_0894,တောင်ကြီးတက္ကသိုလ်ဆေးရုံ,Taungyi  University Hospital,NA,NA,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014001,တောင်ကြီး,Taunggyi,,,high confidence
health_facilities_myanmar2020_v20241016.883,POINT (97.69513600000005 23.840194000000054),hsp_0895,နမ့်ခမ်းမြို့နယ်ဆေးရုံ,Namhkan Township Hospital,မြို့နယ်,Township,100,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D002,Muse,MMR015010,နမ့်ခမ်း,Namhkan,,,high confidence
health_facilities_myanmar2020_v20241016.884,POINT (97.5016697414269 23.61489456761772),hsp_0896,မိုင်းဝီးတိုက်နယ်ဆေးရုံ,Mong Wee Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D002,Muse,MMR015010,နမ့်ခမ်း,Namhkan,,,probably accurate
health_facilities_myanmar2020_v20241016.885,POINT (97.48666000000009 23.67593000000005),hsp_0897,မန်ဒတ်တိုက်နယ်ဆေးရုံ,Man Dat Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D002,Muse,MMR015010,နမ့်ခမ်း,Namhkan,,,bestGuess
health_facilities_myanmar2020_v20241016.886,POINT (97.63797900000009 23.696953000000065),hsp_0898,ပန်ဆေးတိုက်နယ်ဆေးရုံ,Pan Say Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D002,Muse,MMR015010,နမ့်ခမ်း,Namhkan,,,high confidence
health_facilities_myanmar2020_v20241016.888,POINT (97.72288500000008 20.878373000000067),hsp_0900,နမ့်စန်မြို့နယ်ဆေးရုံ,Nansang Township Hospital,မြို့နယ်,Township,25,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D002,Loilen,MMR014013,နမ့်စန်,Nansang,,,high confidence
health_facilities_myanmar2020_v20241016.889,POINT (98.11935100000005 21.108615000000043),hsp_0901,ခိုလမ်မြို့နယ်ခွဲဆေးရုံ,Kho Lan Khwe Hospital,NA,NA,100,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D002,Loilen,MMR014013,နမ့်စန်,Nansang,,,high confidence
health_facilities_myanmar2020_v20241016.890,POINT (97.16792800000007 22.96463300000005),hsp_0902,နမ့်ဆန်မြို့နယ်ဆေးရုံ,Namhsan Township Hospital,မြို့နယ်,Township,50,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015S001,Pa Laung Self-Administered Zone,MMR015016,နမ့်ဆန်,Namhsan,Pa Laung,,high confidence
health_facilities_myanmar2020_v20241016.891,POINT (97.39306200000004 23.087491000000057),hsp_0903,နမ္မတူမြို့နယ်ဆေးရုံ,Namtu Township Hospital,မြို့နယ်,Township,150,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D003,Kyaukme,MMR015015,နမ္မတူ,Namtu,,,high confidence
health_facilities_myanmar2020_v20241016.892,POINT (97.38903900000008 23.15682000000004),hsp_0904,မန်စံတိုက်နယ်ဆေးရုံ,Man San Station Hospital,တိုက်နယ်,Station,50,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D003,Kyaukme,MMR015015,နမ္မတူ,Namtu,,,bestGuess
health_facilities_myanmar2020_v20241016.893,POINT (97.54482700000005 23.164675000000045),hsp_0905,မိုင်းရင်တိုက်နယ်ဆေးရုံ,Mong Yin Station Hospital,တိုက်နယ်,Station,50,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D003,Kyaukme,MMR015015,နမ္မတူ,Namtu,,,high confidence
health_facilities_myanmar2020_v20241016.894,POINT (96.79134200000004 22.332404000000054),hsp_0906,နောင်ချိုမြို့နယ်ဆေးရုံ,Nawnghkio Township Hospital,မြို့နယ်,Township,25,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D003,Kyaukme,MMR015013,နောင်ချို,Nawnghkio,,,high confidence
health_facilities_myanmar2020_v20241016.895,POINT (96.87890400000003 22.06043600000004),hsp_0907,တောင်ရှည်တိုက်နယ်ဆေးရုံ,Taung Shey Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D003,Kyaukme,MMR015013,နောင်ချို,Nawnghkio,,,high confidence
health_facilities_myanmar2020_v20241016.896,POINT (96.62560900000005 22.29016500000006),hsp_0908,သုံးဆယ်တိုက်နယ်ဆေးရုံ,Thone Se Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D003,Kyaukme,MMR015013,နောင်ချို,Nawnghkio,,,high confidence
health_facilities_myanmar2020_v20241016.897,POINT (96.86916000000008 22.077220000000068),hsp_0909,ဘန့်ဘွေးတိုက်နယ်ဆေးရုံ(တောင်ခမ်း),Bant Bway Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D003,Kyaukme,MMR015013,နောင်ချို,Nawnghkio,,,bestGuess
health_facilities_myanmar2020_v20241016.898,POINT (96.66715700000003 20.93548100000004),hsp_0910,ပင်းတယမြို့နယ်ဆေးရုံ,Pindaya Township Hospital,မြို့နယ်,Township,50,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014S001,Danu Self-Administered Zone,MMR014006,ပင်းတယ,Pindaya,Danu,,high confidence
health_facilities_myanmar2020_v20241016.899,POINT (96.68567000000007 20.841510000000028),hsp_0911,ပွေးလှတိုက်နယ်ဆေးရုံ,Pway Hla Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014S001,Danu Self-Administered Zone,MMR014006,ပင်းတယ,Pindaya,Danu,,bestGuess
health_facilities_myanmar2020_v20241016.900,POINT (96.71510700000005 21.067777000000035),hsp_0912,မိုင်းအင်တိုက်နယ်ဆေးရုံ,Mong In Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014S001,Danu Self-Administered Zone,MMR014006,ပင်းတယ,Pindaya,Danu,,high confidence
health_facilities_myanmar2020_v20241016.901,POINT (96.77983588600532 20.121383971369692),hsp_0913,ပင်လောင်းမြို့နယ်ဆေးရုံ,Pinlaung Township Hospital,မြို့နယ်,Township,25,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014S002,Pa-O Self-Administered Zone,MMR014009,ပင်လောင်း,Pinlaung,Pa-O,,high confidence
health_facilities_myanmar2020_v20241016.902,POINT (96.85572690297022 19.946485873784145),hsp_0914,ပင်လောင်းတိုက်နယ်ဆေးရုံ(ဆောင်းပြောင်း),Pinlaung Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014S002,Pa-O Self-Administered Zone,MMR014009,ပင်လောင်း,Pinlaung,Pa-O,,high confidence
health_facilities_myanmar2020_v20241016.903,POINT (96.70461300000005 20.413694000000078),hsp_0915,တီကျစ်တိုက်နယ်ဆေးရုံ,Ti Kyit Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014S002,Pa-O Self-Administered Zone,MMR014009,ပင်လောင်း,Pinlaung,Pa-O,,high confidence
health_facilities_myanmar2020_v20241016.904,POINT (96.75712000000004 20.292396000000053),hsp_0916,နောင်တရားတိုက်နယ်ဆေးရုံ,Naung Ta Yar Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014S002,Pa-O Self-Administered Zone,MMR014009,ပင်လောင်း,Pinlaung,Pa-O,,bestGuess
health_facilities_myanmar2020_v20241016.905,POINT (96.57938600000006 19.98725600000006),hsp_0917,ပေါင်းလောင်းတိုက်နယ်ဆေးရုံ,Paung Laung Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014S002,Pa-O Self-Administered Zone,MMR014009,ပင်လောင်း,Pinlaung,Pa-O,,high confidence
health_facilities_myanmar2020_v20241016.906,POINT (97.0181878665567 19.858330660952095),hsp_0918,ဖယ်ခုံမြို့နယ်ဆေးရုံ,Pekon Township Hospital,မြို့နယ်,Township,25,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014010,ဖယ်ခုံ,Pekon,,,probably accurate
health_facilities_myanmar2020_v20241016.907,POINT (97.09203600000006 19.746199000000047),hsp_0919,မိုးဗြဲတိုက်နယ်ဆေးရုံ,Moe Bye Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014010,ဖယ်ခုံ,Pekon,,,high confidence
health_facilities_myanmar2020_v20241016.908,POINT (96.82046100000008 19.490846000000033),hsp_0920,ဆီဘူးတိုက်နယ်ဆေးရုံ,Hsee Bu Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014010,ဖယ်ခုံ,Pekon,,,high confidence
health_facilities_myanmar2020_v20241016.909,POINT (96.91502000000008 19.653030000000058),hsp_0921,ခရက်ဒုံတိုက်နယ်ဆေးရုံ,Kha Yet Don Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014010,ဖယ်ခုံ,Pekon,,,bestGuess
health_facilities_myanmar2020_v20241016.910,POINT (96.83920900000004 19.734278000000074),hsp_0922,လာအိတိုက်နယ်ဆေးရုံ,La Ei Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D001,Taunggyi,MMR014010,ဖယ်ခုံ,Pekon,,,high confidence
health_facilities_myanmar2020_v20241016.912,POINT (98.83528200000006 21.832046000000048),hsp_0924,ဆွတ်ဝိုးတိုက်နယ်ဆေးရုံ,Hsut Woe Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D007,Matman,MMR015024,မက်မန်း,Matman,Wa,,high confidence
health_facilities_myanmar2020_v20241016.913,POINT (97.12343300000003 23.255780000000073),hsp_0925,မန်တုံမြို့နယ်ဆေးရုံ,Manton Township Hospital,မြို့နယ်,Township,25,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015S001,Pa Laung Self-Administered Zone,MMR015019,မန်တုံ,Manton,Pa Laung,,high confidence
health_facilities_myanmar2020_v20241016.914,POINT (97.47329300000007 23.34140000000008),hsp_0926,နန်းဟိုင်းတိုက်နယ်ဆေးရုံ,Nam Hai Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015S001,Pa Laung Self-Administered Zone,MMR015019,မန်တုံ,Manton,Pa Laung,,high confidence
health_facilities_myanmar2020_v20241016.915,POINT (96.62547000000006 23.469317000000046),hsp_0927,မဘိမ်းမြို့နယ်ဆေးရုံ,Mabein Township Hospital,မြို့နယ်,Township,25,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D008,Mongmit,MMR015018,မဘိမ်း,Mabein,,,high confidence
health_facilities_myanmar2020_v20241016.916,POINT (96.47058200000004 24.02473200000003),hsp_0928,ငါးအိုးတိုက်နယ်ဆေးရုံ,Ngar Oe Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D008,Mongmit,MMR015018,မဘိမ်း,Mabein,,,high confidence
health_facilities_myanmar2020_v20241016.917,POINT (97.86847300000005 20.509329000000037),hsp_0929,မိုးနဲမြို့နယ်ဆေးရုံ,Mongnai Township Hospital,မြို့နယ်,Township,25,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D003,Langkho,MMR014019,မိုးနဲ,Mongnai,,,high confidence
health_facilities_myanmar2020_v20241016.918,POINT (98.28745800000007 20.764982000000032),hsp_0930,ကျိုင်းတောင်း(တုန်ဟုန်း)ဆေးရုံ,Keng Tawng Station Hospital,တိုက်နယ်,Station,25,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D003,Langkho,MMR014019,မိုးနဲ,Mongnai,,,probably accurate
health_facilities_myanmar2020_v20241016.919,POINT (96.67187000000007 23.107684000000063),hsp_0931,မိုးမိတ် မြို့နယ်ဆေးရုံ,Mongmit Township Hospital,မြို့နယ်,Township,50,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D008,Mongmit,MMR015017,မိုးမိတ်,Mongmit,,,high confidence
health_facilities_myanmar2020_v20241016.920,POINT (96.55521700000008 23.108745000000056),hsp_0932,မန်ကျည်းပင်တိုက်နယ်ဆေးရုံ,Ma Gyi Pin Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D008,Mongmit,MMR015017,မိုးမိတ်,Mongmit,,,high confidence
health_facilities_myanmar2020_v20241016.921,POINT (97.53114200000005 21.603212000000042),hsp_0933,မိုင်းကိုင်မြို့နယ်ဆေးရုံ,Mongkaing Township Hospital,မြို့နယ်,Township,25,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D002,Loilen,MMR014016,မိုင်းကိုင်,Mongkaing,,,high confidence
health_facilities_myanmar2020_v20241016.922,POINT (99.45653600000009 21.747019000000023),hsp_0934,မိုင်းခတ်,Mongkhet Township Hospital,မြို့နယ်,Township,25,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D001,Kengtung,MMR016002,မိုင်းခတ်,Mongkhet,,,high confidence
health_facilities_myanmar2020_v20241016.923,POINT (99.25799000000006 21.66830600000003),hsp_0935,မိုင်းညှင်းတိုက်နယ်ဆေးရုံ,Mong Hnyin Station Hospital,တိုက်နယ်,Station,16,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D001,Kengtung,MMR016002,မိုင်းခတ်,Mongkhet,,,high confidence
health_facilities_myanmar2020_v20241016.924,POINT (99.26176700000008 20.52535800000004),hsp_0936,မိုင်းဆတ်ပြည်သူ့ဆေးရုံကြီး,Monghsat General Hospital,မြို့နယ်,General,50,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D002,Monghsat,MMR016006,မိုင်းဆတ်,Monghsat,,,high confidence
health_facilities_myanmar2020_v20241016.925,POINT (99.56473100000005 20.416576000000077),hsp_0937,ယောင်ခတိုက်နယ်ဆေးရုံ,Yawng Hka Station Hospital,တိုက်နယ်,Station,16,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D002,Monghsat,MMR016006,မိုင်းဆတ်,Monghsat,,,high confidence
health_facilities_myanmar2020_v20241016.926,POINT (99.46064500000006 20.740161000000057),hsp_0938,မိုင်းခုတ်တိုက်နယ်ဆေးရုံ,Mong Khote Station Hospital,တိုက်နယ်,Station,16,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D002,Monghsat,MMR016006,မိုင်းဆတ်,Monghsat,,,high confidence
health_facilities_myanmar2020_v20241016.927,POINT (98.89738900000003 20.294768000000033),hsp_0939,မိုင်းတုံ မြို့နယ်ဆေးရုံ,Mongton Township Hospital,မြို့နယ်,Township,25,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D002,Monghsat,MMR016008,မိုင်းတုံ,Mongton,,,high confidence
health_facilities_myanmar2020_v20241016.928,POINT (98.93653100000006 19.891173000000038),hsp_0940,ပုံပါကျင်တိုက်နယ်ဆေးရုံ,Pone Par Kyin Station Hospital,တိုက်နယ်,Station,16,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D002,Monghsat,MMR016008,မိုင်းတုံ,Mongton,,,high confidence
health_facilities_myanmar2020_v20241016.929,POINT (98.55497781790841 19.842922055781077),hsp_0941,မုံးထတိုက်နယ်ဆေးရုံ,Mone Hta Station Hospital,တိုက်နယ်,Station,16,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D002,Monghsat,MMR016008,မိုင်းတုံ,Mongton,,,probably accurate
health_facilities_myanmar2020_v20241016.930,POINT (98.36840800000004 20.319034000000045),hsp_0942,မိုင်းပန် မြို့နယ်ဆေးရုံ,Mongpan Township Hospital,မြို့နယ်,Township,25,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D003,Langkho,MMR014021,မိုင်းပန်,Mongpan,,,high confidence
health_facilities_myanmar2020_v20241016.931,POINT (99.02906500000006 21.349102000000073),hsp_0943,မိုင်းပြင်းမြို့နယ်ဆေးရုံ,Mongping Township Hospital,မြို့နယ်,Township,25,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D001,Kengtung,MMR016007,မိုင်းပျဉ်း,Mongping,,,high confidence
health_facilities_myanmar2020_v20241016.932,POINT (99.28748000000007 21.32995900000003),hsp_0944,တုံတာတိုက်နယ်ဆေးရုံ,Ton Tar Station Hospital,တိုက်နယ်,Station,16,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D001,Kengtung,MMR016007,မိုင်းပျဉ်း,Mongping,,,high confidence
health_facilities_myanmar2020_v20241016.933,POINT (99.92131700000004 20.878036000000066),hsp_0945,မိုင်းဖြတ်ပြည်သူ့ဆေးရုံ,Monghpyak General Hospital,မြို့နယ်,General,25,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D003,Tachileik,MMR016010,မိုင်းဖြတ်,Monghpyak,,,high confidence
health_facilities_myanmar2020_v20241016.934,POINT (99.68082400000009 21.847394000000065),hsp_0946,မိုင်းယန်းမြို့နယ်ဆေးရုံ,Mongyang Township Hospital,မြို့နယ်,Township,25,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D001,Kengtung,MMR016003,မိုင်းယန်း,Mongyang,,,high confidence
health_facilities_myanmar2020_v20241016.935,POINT (99.30643600000008 22.005510000000072),hsp_0947,မိုင်းပေါက်တိုက်နယ်ဆေးရုံ,Mong Pauk Station Hospital,တိုက်နယ်,Station,0,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D001,Kengtung,MMR016003,မိုင်းယန်း,Mongyang,,,high confidence
health_facilities_myanmar2020_v20241016.936,POINT (99.59897000000007 21.984230000000025),hsp_0948,မိုင်းဖျန်တိုက်နယ်ဆေးရုံ,Mong Hpyan Station Hospital,တိုက်နယ်,Station,0,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D001,Kengtung,MMR016003,မိုင်းယန်း,Mongyang,,,bestGuess
health_facilities_myanmar2020_v20241016.937,POINT (100.36183700000004 21.18240700000007),hsp_0949,မိုင်းယောင်းမြို့နယ်ဆေးရုံ,Mongyawng Township Hospital,မြို့နယ်,Township,25,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D003,Tachileik,MMR016011,မိုင်းယောင်း,Mongyawng,,,high confidence
health_facilities_myanmar2020_v20241016.938,POINT (100.54997000000009 21.328990000000033),hsp_0950,မိုင်းယုဆေးရုံ,Mong Yu Station Hospital,တိုက်နယ်,Station,25,MMR016,ရှမ်းပြည်နယ်,Shan (East),MMR016D003,Tachileik,MMR016011,မိုင်းယောင်း,Mongyawng,,,high confidence
health_facilities_myanmar2020_v20241016.939,POINT (98.03926700000005 22.42150900000007),hsp_0951,မိုင်းရယ်မြို့နယ်ဆေးရုံ,Mongyai Township Hospital,မြို့နယ်,Township,25,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D001,Lashio,MMR015003,မိုင်းရယ်,Mongyai,,,high confidence
health_facilities_myanmar2020_v20241016.940,POINT (98.36463100000003 21.90555100000006),hsp_0952,မိုင်းရှူးမြို့နယ်ဆေးရုံ,Monghsu Township Hospital,မြို့နယ်,Township,25,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D002,Loilen,MMR014017,မိုင်းရှူး,Monghsu,,,high confidence
health_facilities_myanmar2020_v20241016.941,POINT (98.37315000000007 21.896650000000022),hsp_0953,လွိုင်ဆောင်ထောက်တိုက်နယ်ဆေးရုံ,Loi Saung Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D002,Loilen,MMR014017,မိုင်းရှူး,Monghsu,,,bestGuess
health_facilities_myanmar2020_v20241016.942,POINT (98.36005000000006 21.674015000000054),hsp_0954,မိုင်းစံတိုက်နယ်ဆေးရုံ,Mong Sam Station Hospital,တိုက်နယ်,Station,16,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D002,Loilen,MMR014017,မိုင်းရှူး,Monghsu,,,high confidence
health_facilities_myanmar2020_v20241016.943,POINT (97.89989400000007 23.99336500000004),hsp_0955,မူဆယ်ပြည်သူ့ဆေးရုံ,Muse General Hospital,မြို့နယ်,General,100,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D002,Muse,MMR015009,မူဆယ်,Muse,,,high confidence
health_facilities_myanmar2020_v20241016.944,POINT (98.30434900000006 24.09960600000005),hsp_0956,မုန်းကိုးတိုက်နယ်ဆေးရုံ,Mone Koe Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D002,Muse,MMR015009,မူဆယ်,Muse,,,high confidence
health_facilities_myanmar2020_v20241016.945,POINT (98.07076500000005 24.080284000000063),hsp_0957,ပန်ဆိုင်း(ကြူကုတ်)တိုက်နယ်ဆေးရုံ,Pang Hseng Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D002,Muse,MMR015009,မူဆယ်,Muse,,,high confidence
health_facilities_myanmar2020_v20241016.946,POINT (97.80138400000004 23.95072600000003),hsp_0958,မန်ဟီးရိုးမြို့တိုက်နယ်ဆေးရုံ,Man Hero Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D002,Muse,MMR015009,မူဆယ်,Muse,,,high confidence
health_facilities_myanmar2020_v20241016.947,POINT (98.13290400000005 23.97984100000008),hsp_0959,မုံးပေါ်တိုက်နယ်ဆေးရုံ,Mone Paw Station Hospital,တိုက်နယ်,Station,16,MMR015,ရှမ်းပြည်နယ်,Shan (North),MMR015D002,Muse,MMR015009,မူဆယ်,Muse,,,high confidence
health_facilities_myanmar2020_v20241016.948,POINT (97.72469100000006 20.229186000000027),hsp_0960,မောက်မယ်မြို့နယ်ဆေးရုံ,Mawkmai Township Hospital,မြို့နယ်,Township,25,MMR014,ရှမ်းပြည်နယ်,Shan (South),MMR014D003,Langkho,MMR014020,မောက်မယ်,Mawkmai,,,high confidence
