FID,the_geom,id_healthF,nmHsp_mya,nmHsp_eng,lvlHsp_mya,lvlHsp_eng,bedClass,SR_PCODE,SR_mya,SR,DT_PCODE,DT,TS_PCODE,TS_mya,TS_en,SELF_ADMIN,comment,accuraConf
health_facilities_myanmar2020_v20241016.82,POINT (97.66924900000004 17.358579000000077),hsp_0082,မြိုင်ကြီးငူဆေးရုံ,Myainggyingu Hospital,တိုက်နယ်,Station,25,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D001,Hpa-An,MMR003002,လှိုင်းဘွဲ့,Hlaingbwe,,,high confidence
health_facilities_myanmar2020_v20241016.83,POINT (97.64366500000006 17.157770000000028),hsp_0083,ရွှေဂွန်းတိုက်နယ်ဆေးရုံ,Shwegon Tike Station Hosptial,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D001,Hpa-An,MMR003002,လှိုင်းဘွဲ့,Hlaingbwe,,,high confidence
health_facilities_myanmar2020_v20241016.84,POINT (97.98769600000008 17.022670000000062),hsp_0084,ပိုင်ကျုံတိုက်နယ်ဆေးရုံ,Paing Kyone Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D001,Hpa-An,MMR003002,လှိုင်းဘွဲ့,Hlaingbwe,,,probably accurate
health_facilities_myanmar2020_v20241016.85,POINT (97.88646800000004 17.421331000000066),hsp_0085,ရှမ်းရွာသစ်တိုက်နယ်ဆေးရုံ,Shanywarthit,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D001,Hpa-An,MMR003002,လှိုင်းဘွဲ့,Hlaingbwe,,,high confidence
health_facilities_myanmar2020_v20241016.86,POINT (98.19677400000006 17.165144000000055),hsp_0086,တာလယ်တိုက်နယ်ဆေးရုံ,Tar Le Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D001,Hpa-An,MMR003002,လှိုင်းဘွဲ့,Hlaingbwe,,,high confidence
health_facilities_myanmar2020_v20241016.87,POINT (97.44459400000005 18.05869400000006),hsp_0087,ဖာပွန်မြို့နယ်ဆေးရုံ,Hpapun Township Hospital,မြို့နယ်,Township,100,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D004,Hpapun,MMR003003,ဖာပွန်,Hpapun,,,high confidence
health_facilities_myanmar2020_v20241016.88,POINT (97.65399200000007 17.342213000000072),hsp_0088,ကမမောင်းတိုက်နယ်ဆေးရုံ,Kamarmaung Station Hospital,တိုက်နယ်,Station,25,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D004,Hpapun,MMR003003,ဖာပွန်,Hpapun,,,high confidence
health_facilities_myanmar2020_v20241016.89,POINT (97.53520500000008 17.626637000000073),hsp_0089,ကတိုင်တိတိုက်နယ်ဆေးရုံ,Ka Taing Ti Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D004,Hpapun,MMR003003,ဖာပွန်,Hpapun,,,high confidence
health_facilities_myanmar2020_v20241016.90,POINT (96.67596900000007 19.068028000000027),hsp_0090,သံတောင်ကြီးမြို့နယ်ဆေးရုံ,Thandaunggyi Township Hospital,မြို့နယ်,Township,25,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D001,Hpa-An,MMR003004,သံတောင်ကြီး,Thandaunggyi,,,high confidence
health_facilities_myanmar2020_v20241016.91,POINT (96.77832000000006 18.892600000000073),hsp_0091,ဘောဂလိတိုက်နယ်ဆေးရုံ,Baw Ga Li  Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D001,Hpa-An,MMR003004,သံတောင်ကြီး,Thandaunggyi,,,bestGuess
health_facilities_myanmar2020_v20241016.92,POINT (96.58142500000008 19.223745000000065),hsp_0092,လိပ်သိုတိုက်နယ်ဆေးရုံ,Leiktho Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D001,Hpa-An,MMR003004,သံတောင်ကြီး,Thandaunggyi,,,high confidence
health_facilities_myanmar2020_v20241016.93,POINT (96.58489800000007 19.020070000000032),hsp_0093,သံတောင်ဆေးရုံ,Than Taung Station Hospital,တိုက်နယ်,Station,25,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D001,Hpa-An,MMR003004,သံတောင်ကြီး,Thandaunggyi,,,probably accurate
health_facilities_myanmar2020_v20241016.94,POINT (98.50606200000004 16.68578400000007),hsp_0094,မြဝတီပြည်သူ့ဆေးရုံ,Myawaddy General Hospital,မြို့နယ်,General,100,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D002,Myawaddy,MMR003005,မြဝတီ,Myawaddy,,,high confidence
health_facilities_myanmar2020_v20241016.95,POINT (98.39164000000005 16.694960000000037),hsp_0095,သင်္ဃန်းညီနောင်တိုက်နယ်ဆေးရုံ,Thin Gan Nyi Naung Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D002,Myawaddy,MMR003005,မြဝတီ,Myawaddy,,,bestGuess
health_facilities_myanmar2020_v20241016.96,POINT (98.59600200000006 16.152803000000063),hsp_0096,စုကလိတိုက်နယ်ဆေးရုံ,Su Kali Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D002,Myawaddy,MMR003005,မြဝတီ,Myawaddy,,,high confidence
health_facilities_myanmar2020_v20241016.97,POINT (98.71165500000006 16.292948000000024),hsp_0097,ဝေါလေမြိုင်တိုက်နယ်ဆေးရုံ,Wall Lae Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D002,Myawaddy,MMR003005,မြဝတီ,Myawaddy,,,bestGuess
health_facilities_myanmar2020_v20241016.98,POINT (98.66918000000004 16.328810000000033),hsp_0098,ဆုံဆည်းမြိုင်တိုက်နယ်ဆေးရုံ,Sone Si Myaing Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D002,Myawaddy,MMR003005,မြဝတီ,Myawaddy,,,bestGuess
health_facilities_myanmar2020_v20241016.99,POINT (98.24490700000007 16.558445000000063),hsp_0099,ကော့ကရိတ်ပြည်သူ့ဆေးရုံ,Kawkareik General Hospital,မြို့နယ်,General,100,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003006,ကော့ကရိတ်,Kawkareik,,,high confidence
health_facilities_myanmar2020_v20241016.100,POINT (97.86506900000006 16.54406700000004),hsp_0100,ကော့ဘိန်းတိုက်နယ်ဆေးရုံ,Kaw Bein Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003006,ကော့ကရိတ်,Kawkareik,,,high confidence
health_facilities_myanmar2020_v20241016.101,POINT (98.04032500000005 16.594865000000027),hsp_0101,ကျုံဒိုးတိုက်နယ်ဆေးရုံ,Kyon Doe Station Hospital,တိုက်နယ်,Station,25,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003006,ကော့ကရိတ်,Kawkareik,,,high confidence
health_facilities_myanmar2020_v20241016.102,POINT (98.11837100000008 16.721560000000068),hsp_0102,နဘူးတိုက်နယ်ဆေးရုံ,Na Bu Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003006,ကော့ကရိတ်,Kawkareik,,,high confidence
health_facilities_myanmar2020_v20241016.103,POINT (98.15831600000007 16.49120300000004),hsp_0103,တောင်ကြာအင်းတိုက်နယ်ဆေးရုံ,Taung Kyar Inn Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003006,ကော့ကရိတ်,Kawkareik,,,high confidence
health_facilities_myanmar2020_v20241016.104,POINT (98.12415500000009 16.04462200000006),hsp_0104,ကြာအင်းဆိပ်ကြီးမြို့နယ်ဆေးရုံ,Kyainseikgyi Township Hospital,မြို့နယ်,Township,50,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003007,ကြာအင်းဆိပ်ကြီး,Kyainseikgyi,,,high confidence
health_facilities_myanmar2020_v20241016.105,POINT (97.90282000000008 16.07490800000005),hsp_0105,ခလယ်တံခွန်တိုင်တိုက်နယ်ဆေးရုံ,Khalel Ta Khun Taing Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003007,ကြာအင်းဆိပ်ကြီး,Kyainseikgyi,,,high confidence
health_facilities_myanmar2020_v20241016.106,POINT (98.38288100000005 15.308984000000066),hsp_0106,ဘုရားသုံးဆူဆေးရုံ,Hpayarthonezu Station Hospital,တိုက်နယ်,Station,25,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003007,ကြာအင်းဆိပ်ကြီး,Kyainseikgyi,,,high confidence
health_facilities_myanmar2020_v20241016.107,POINT (98.39139100000006 16.00578100000007),hsp_0107,ကျိုက်ဒုံတိုက်နယ်ဆေးရုံ,Kyeik Hto Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003007,ကြာအင်းဆိပ်ကြီး,Kyainseikgyi,,,high confidence
health_facilities_myanmar2020_v20241016.108,POINT (97.98477700000007 15.691148000000055),hsp_0108,အနန်းကွင်းတိုက်နယ်ဆေးရုံ,Ah Nan Kwin Station Hospital,တိုက်နယ်,Station,16,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003007,ကြာအင်းဆိပ်ကြီး,Kyainseikgyi,,,high confidence
health_facilities_myanmar2020_v20241016.109,POINT (98.03125000000006 15.919430000000034),hsp_0109,တောင်ပေါက်တိုက်နယ်ဆေးရုံ,Taung Pauk Station Hospital,တိုက်နယ်,Station,NA,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003007,ကြာအင်းဆိပ်ကြီး,Kyainseikgyi,,,bestGuess
health_facilities_myanmar2020_v20241016.110,POINT (97.95990900000004 15.82433100000003),hsp_0110,ဖားပြတိုက်နယ်ဆေးရုံ,Hpar Pya Station Hospital,တိုက်နယ်,Station,NA,MMR003,ကရင်ပြည်နယ်,Kayin,MMR003D003,Kawkareik,MMR003007,ကြာအင်းဆိပ်ကြီး,Kyainseikgyi,,,high confidence
health_facilities_myanmar2020_v20241016.111,POINT (93.67636700000008 22.919038000000057),hsp_0111,ဖလမ်းပြည်သူ့ဆေးရုံကြီး,Falam General Hospital,မြို့နယ်,General,200,MMR004,ချင်းပြည်နယ်,Chin,MMR004D001,Falam,MMR004001,ဖလမ်း,Falam,,,high confidence
health_facilities_myanmar2020_v20241016.112,POINT (93.44969500000008 23.121520000000032),hsp_0112,တီးဘွာလ်တိုက်နယ်ဆေးရုံ,Tibual Station Hospital,တိုက်နယ်,Station,16,MMR004,ချင်းပြည်နယ်,Chin,MMR004D001,Falam,MMR004001,ဖလမ်း,Falam,,,high confidence
health_facilities_myanmar2020_v20241016.113,POINT (93.39352000000008 23.326530000000048),hsp_0113,ရိခေါဒါရ်တိုက်နယ်ဆေးရုံ,Rihkhawdar Station Hospital,တိုက်နယ်,Station,16,MMR004,ချင်းပြည်နယ်,Chin,MMR004D001,Falam,MMR004001,ဖလမ်း,Falam,,,bestGuess
health_facilities_myanmar2020_v20241016.114,POINT (93.69235600000007 22.99740500000007),hsp_0114,လုံဘန်းတိုက်နယ်ဆေးရုံ,Lumbang Station Hospital,တိုက်နယ်,Station,16,MMR004,ချင်းပြည်နယ်,Chin,MMR004D001,Falam,MMR004001,ဖလမ်း,Falam,,,high confidence
health_facilities_myanmar2020_v20241016.115,POINT (93.60837000000004 22.64766000000003),hsp_0115,ဟားခါးပြည်သူ့ဆေးရုံကြီး,Hakha General Hospital,မြို့နယ်,General,200,MMR004,ချင်းပြည်နယ်,Chin,MMR004D003,Hakha,MMR004002,ဟားခါး,Hakha,,,high confidence
health_facilities_myanmar2020_v20241016.116,POINT (93.62456300000008 22.261727000000064),hsp_0116,ဆူရ်ခွားတိုက်နယ်ဆေးရုံ,Surkhua Station Hospital,တိုက်နယ်,Station,16,MMR004,ချင်းပြည်နယ်,Chin,MMR004D003,Hakha,MMR004002,ဟားခါး,Hakha,,,high confidence
health_facilities_myanmar2020_v20241016.117,POINT (93.42510100000004 22.70826500000004),hsp_0117,ထန်တလန်မြို့နယ်ဆေးရုံ,Thantlang Township Hospital,မြို့နယ်,Township,50,MMR004,ချင်းပြည်နယ်,Chin,MMR004D003,Hakha,MMR004003,ထန်တလန်,Thantlang,,,high confidence
health_facilities_myanmar2020_v20241016.118,POINT (93.42333093466713 22.485147657514162),hsp_0118,မှောင်တလန်တိုက်နယ်ဆေးရုံ,Hmawngtlang Station Hospital,တိုက်နယ်,Station,16,MMR004,ချင်းပြည်နယ်,Chin,MMR004D003,Hakha,MMR004003,ထန်တလန်,Thantlang,,,high confidence
health_facilities_myanmar2020_v20241016.119,POINT (93.22216900000006 22.90891400000004),hsp_0119,လုံလဲရ်တိုက်နယ်ဆေးရုံ,Lonele Station Hospital,တိုက်နယ်,Station,16,MMR004,ချင်းပြည်နယ်,Chin,MMR004D003,Hakha,MMR004003,ထန်တလန်,Thantlang,,,high confidence
health_facilities_myanmar2020_v20241016.120,POINT (93.44002100000006 22.19052800000003),hsp_0120,နှာရိန်တိုက်နယ်ဆေးရုံ,Nar Rein Station Hospital,တိုက်နယ်,Station,16,MMR004,ချင်းပြည်နယ်,Chin,MMR004D003,Hakha,MMR004003,ထန်တလန်,Thantlang,,,high confidence
health_facilities_myanmar2020_v20241016.121,POINT (93.17842200000007 22.657253000000026),hsp_0121,သီကိရ်(ခ)တိုက်နယ်ဆေးရုံ,Tikir A Station Hospital,တိုက်နယ်,Station,16,MMR004,ချင်းပြည်နယ်,Chin,MMR004D003,Hakha,MMR004003,ထန်တလန်,Thantlang,,,high confidence
health_facilities_myanmar2020_v20241016.122,POINT (93.65095500000007 23.36879700000003),hsp_0122,တီးတိန်မြို့နယ်ဆေးရုံ,Tedim Township Hospital,မြို့နယ်,Township,100,MMR004,ချင်းပြည်နယ်,Chin,MMR004D001,Falam,MMR004004,တီးတိန်,Tedim,,,high confidence
health_facilities_myanmar2020_v20241016.123,POINT (93.72113800000005 23.233348000000035),hsp_0123,ထုတ်လိုင်တိုက်နယ်ဆေးရုံ,Thuklai Station Hospital,တိုက်နယ်,Station,16,MMR004,ချင်းပြည်နယ်,Chin,MMR004D001,Falam,MMR004004,တီးတိန်,Tedim,,,high confidence
health_facilities_myanmar2020_v20241016.124,POINT (93.55753800000008 23.347902000000033),hsp_0124,လိုင်တွီးတိုက်နယ်ဆေးရုံ,Laaitui Station Hospital,တိုက်နယ်,Station,16,MMR004,ချင်းပြည်နယ်,Chin,MMR004D001,Falam,MMR004004,တီးတိန်,Tedim,,,high confidence
health_facilities_myanmar2020_v20241016.125,POINT (93.58476100000007 23.48026500000003),hsp_0125,တွီးထန်တိုက်နယ်ဆေးရုံ,Tuithang Station Hospital,တိုက်နယ်,Station,16,MMR004,ချင်းပြည်နယ်,Chin,MMR004D001,Falam,MMR004004,တီးတိန်,Tedim,,,high confidence
health_facilities_myanmar2020_v20241016.126,POINT (93.68916300000006 23.609186000000022),hsp_0126,တွန်းဇံမြို့နယ်ဆေးရုံ,Tonzang Township Hospital,မြို့နယ်,Township,25,MMR004,ချင်းပြည်နယ်,Chin,MMR004D001,Falam,MMR004005,တွန်းဇံ,Tonzang,,,high confidence
